id	name	aliases	charge	formula
cpd00282[c0]	S-Dihydroorotate[c0]	KEGG:C00337	-1	C5H5N2O4
cpd00247[c0]	Orotate[c0]	KEGG:C00295	-1	C5H3N2O4
cpd15685[c0]	CDP-1_2-diisotetradecanoylglycerol[c0]	KEGG:	-2	C40H71N3O15P2
cpd15679[c0]	1_2-diisotetradecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C31H60O8P
cpd02817[c0]	HTP[c0]	KEGG:C04628	-2	C11H20NO7PS
cpd02935[c0]	CoM-S-S-CoB[c0]	KEGG:C04832	-3	C13H23NO10PS3
cpd00735[c0]	Formylmethanofuran[c0]	KEGG:C01001	-5	C35H39N4O16
cpd00643[c0]	Methanofuran[c0]	KEGG:C00862	-4	C34H40N4O15
cpd00774[c0]	UroporphyrinogenIII[c0]	KEGG:C01051	-8	C40H36N4O16
cpd00957[c0]	2_5-Diamino-6-5'-phosphoribosylamino-4-pyrimidineone[c0]	KEGG:	-1	C9H15N5O8P
cpd00210[c0]	Taurine[c0]	KEGG:C00245	0	C2H7NO3S
cpd00210[e0]	Taurine[e0]	KEGG:C00245	0	C2H7NO3S
cpd02791[c0]	methylthioribulose-1-phosphate[c0]	KEGG:C04582	-1	C6H12O7PS
cpd17043[c0]	RNA_transcription[c0]	KEGG:	0	
cpd00666[c0]	Tartrate[c0]	KEGG:C00898|C02107	-2	C4H4O6
cpd02345[c0]	L-Glutamate1-semialdehyde[c0]	KEGG:C03741	0	C5H9NO3
cpd00528[c0]	N2[c0]	KEGG:C00697	0	N2
cpd11640[c0]	H2[c0]	KEGG:C00282	0	H2
cpd00792[c0]	Reduced_coenzyme_F420[c0]	KEGG:	-4	C29H34N5O18P
cpd00649[c0]	Coenzyme_F420[c0]	KEGG:	-4	C29H32N5O18P
cpd00136[c0]	4-Hydroxybenzoate[c0]	KEGG:C00156	-1	C7H5O3
cpd02678[c0]	N-Formyl-GAR[c0]	KEGG:C04376	-1	C8H14N2O9P
cpd00492[c0]	N-Acetyl-D-mannosamine[c0]	KEGG:C00645	0	C8H15NO6
cpd11432[c0]	fa11coa[c0]	KEGG:	-3	C38H65N7O17P3S
cpd11431[c0]	fa11[c0]	KEGG:	-1	C17H33O2
cpd00053[e0]	L-Glutamine[e0]	KEGG:C00064	0	C5H10N2O3
cpd00298[c0]	dTMP[c0]	KEGG:C00364	-1	C10H14N2O8P
cpd02030[c0]	3-phosphoshikimate[c0]	KEGG:C03175	-2	C7H9O8P
cpd00322[c0]	L-Isoleucine[c0]	KEGG:C00407	0	C6H13NO2
cpd15553[c0]	phosphatidylserine_ditetradecanoyl[c0]	KEGG:	-2	C34H64NO10P
cpd15423[c0]	CDP-1_2-ditetradecanoylglycerol[c0]	KEGG:	-2	C40H71N3O15P2
cpd00540[c0]	BET[c0]	KEGG:C00719	0	C5H11NO2
cpd00540[e0]	BET[e0]	KEGG:C00719	0	C5H11NO2
cpd00251[c0]	ADPribose[c0]	KEGG:C00301	-2	C15H21N5O14P2
cpd00068[c0]	ITP[c0]	KEGG:C00081	-3	C10H12N4O14P3
cpd00090[c0]	IDP[c0]	KEGG:C00104	-2	C10H12N4O11P2
cpd00151[c0]	Thymine[c0]	KEGG:C00178	0	C5H6N2O2
cpd01587[c0]	5-Methylcytosine[c0]	KEGG:C02376	0	C5H7N3O
cpd15690[c0]	Dianteisoheptadecanoylphosphatidylserine[c0]	KEGG:	-2	C40H76NO10P
cpd00066[c0]	L-Phenylalanine[c0]	KEGG:C00079	0	C9H11NO2
cpd15605[c0]	Gly-Phe[c0]	KEGG:	0	C11H14N2O3
cpd00226[c0]	HYXN[c0]	KEGG:C00262	0	C5H4N4O
cpd00226[e0]	HYXN[e0]	KEGG:C00262	0	C5H4N4O
cpd01710[c0]	2-Isopropylmaleate[c0]	KEGG:C02631	-2	C7H8O4
cpd00202[c0]	DMAPP[c0]	KEGG:C00235|C17627	-2	C5H10O7P2
cpd03091[c0]	5'-Deoxyadenosine[c0]	KEGG:C05198	0	C10H13N5O3
cpd01311[c0]	Dethiobiotin[c0]	KEGG:C01909	-1	C10H17N2O3
cpd00104[c0]	BIOT[c0]	KEGG:C00120	-1	C10H15N2O3S
cpd00074[c0]	S[c0]	KEGG:C00087	0	S
cpd02375[c0]	Adenylosuccinate[c0]	KEGG:C03794	-3	C14H15N5O11P
cpd00241[c0]	dGTP[c0]	KEGG:C00286	-3	C10H13N5O13P3
cpd01324[c0]	L-Histidinal[c0]	KEGG:C01929	1	C6H10N3O
cpd00119[c0]	L-Histidine[c0]	KEGG:C00135	0	C6H9N3O2
cpd01080[c0]	ocdca[c0]	KEGG:C01530	-1	C18H35O2
cpd00327[c0]	strcoa[c0]	KEGG:C00412	-3	C39H67N7O17P3S
cpd15522[c0]	1_2-ditetradecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C31H60O8P
cpd10515[e0]	Fe2[e0]	KEGG:	2	Fe
cpd00641[c0]	L-Histidinol[c0]	KEGG:C00860	1	C6H12N3O
cpd08928[c0]	L-Threonine_phosphate[c0]	KEGG:	-1	C4H9NO6P
cpd02547[c0]	R-1-Aminopropan-2-yl_phosphate[c0]	KEGG:	0	C3H10NO4P
cpd03914[c0]	Cob(II)yrinate_diamide[c0]	KEGG:	-3	C45H57CoN6O12
cpd11584[c0]	Ala-His[c0]	KEGG:	0	C9H14N4O3
cpd11430[c0]	fa1[c0]	KEGG:	-1	C14H27O2
cpd11435[c0]	fa1coa[c0]	KEGG:	-3	C35H59N7O17P3S
cpd08373[c0]	Cobalt-precorrin_6B[c0]	KEGG:	-6	C44H48CoN4O16
cpd00099[c0]	Cl-[c0]	KEGG:C00698|C01327	-1	Cl
cpd00099[e0]	Cl-[e0]	KEGG:C00698|C01327	-1	Cl
cpd00047[e0]	Formate[e0]	KEGG:C00058	-1	CHO2
cpd11592[c0]	gly-glu-L[c0]	KEGG:	-1	C7H11N2O5
cpd08370[c0]	Cobalt-precorrin_4[c0]	KEGG:	-6	C44H44CoN4O16
cpd01982[c0]	5-Phosphoribosylamine[c0]	KEGG:C03090	0	C5H12NO7P
cpd00755[c0]	Hydroxymethylbilane[c0]	KEGG:C01024	-8	C40H38N4O17
cpd02843[c0]	D-erythro-imidazol-glycerol-phosphate[c0]	KEGG:C04666	-1	C6H10N2O6P
cpd00497[c0]	XMP[c0]	KEGG:C00655	-1	C10H12N4O9P
cpd11587[c0]	Ala-Gln[c0]	KEGG:	0	C8H15N3O4
cpd11225[c0]	3-4-dihydroxy-2-butanone4-phosphate[c0]	KEGG:C15556	-1	C4H8O6P
cpd02679[c0]	5_10-Methylenetetrahydromethanopterin[c0]	KEGG:	-3	C31H42N6O16P
cpd00800[c0]	8-Amino-7-oxononanoate[c0]	KEGG:C01092	0	C9H17NO3
cpd00355[c0]	Nicotinamide_ribonucleotide[c0]	KEGG:	0	C11H15N2O8P
cpd15683[c0]	CDP-1_2-diisoheptadecanoylglycerol[c0]	KEGG:	-2	C46H83N3O15P2
cpd15689[c0]	Diisoheptadecanoylphosphatidylserine[c0]	KEGG:	-2	C40H76NO10P
cpd11438[c0]	fa4[c0]	KEGG:	-1	C15H29O2
cpd11439[c0]	fa4coa[c0]	KEGG:	-3	C36H61N7O17P3S
cpd15680[c0]	1_2-diisopentadecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C33H64O8P
cpd00078[c0]	Succinyl-CoA[c0]	KEGG:C00091	-4	C25H36N7O19P3S
cpd15746[c0]	Palmitoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C119H232O135P24
cpd15764[c0]	Palmitoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C311H544N24O255P24
cpd00477[c0]	N-Acetyl-L-glutamate[c0]	KEGG:C00624	-2	C7H9NO5
cpd00026[c0]	UDP-glucose[c0]	KEGG:C00029	-2	C15H22N2O17P2
cpd00144[c0]	UDPglucuronate[c0]	KEGG:C00167	-3	C15H19N2O18P2
cpd02394[c0]	GAR[c0]	KEGG:C03838	0	C7H15N2O8P
cpd00383[c0]	Shikimate[c0]	KEGG:C00493	-1	C7H9O5
cpd00363[c0]	Ethanol[c0]	KEGG:C00469	0	C2H6O
cpd11912[c0]	tRNA-Glu[c0]	KEGG:C01641	0	C10H12N5O3R
cpd12227[c0]	L-Glutamyl-tRNA-Glu[c0]	KEGG:C02987	0	C15H19N6O6R
cpd01024[c0]	Methane[c0]	KEGG:	0	CH4
cpd15751[c0]	Isotetradecanoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C115H224O135P24
cpd15769[c0]	Isotetradecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C307H536N24O255P24
cpd02642[c0]	N-5-phosphoribosyl-anthranilate[c0]	KEGG:C04302	-2	C12H14NO9P
cpd11434[c0]	fa12coa[c0]	KEGG:	-3	C38H65N7O17P3S
cpd11433[c0]	fa12[c0]	KEGG:	-1	C17H33O2
cpd01695[c0]	Myristoyl-CoA[c0]	KEGG:C02593	-3	C35H59N7O17P3S
cpd03847[c0]	Myristic_acid[c0]	KEGG:	-1	C14H27O2
cpd00307[e0]	Cytosine[e0]	KEGG:C00380	0	C4H5N3O
cpd02552[c0]	n-acetylglutamyl-phosphate[c0]	KEGG:C04133	-2	C7H10NO8P
cpd15417[c0]	CDP-1_2-didodecanoylglycerol[c0]	KEGG:	-2	C36H63N3O15P2
cpd15552[c0]	phosphatidylserine_didodecanoyl[c0]	KEGG:	-2	C30H56NO10P
cpd00822[c0]	O-Succinyl-L-homoserine[c0]	KEGG:C01118	-1	C8H12NO6
cpd03833[c0]	Precorrin_3B[c0]	KEGG:	-6	C43H44N4O17
cpd08210[c0]	ADC[c0]	KEGG:C11355	-1	C10H10NO5
cpd15606[c0]	Gly-Tyr[c0]	KEGG:	0	C11H14N2O4
cpd00334[c0]	L-Lactaldehyde[c0]	KEGG:C00424	0	C3H6O2
cpd00806[c0]	L-Fuculose1-phosphate[c0]	KEGG:C01099	-1	C6H12O8P
cpd00156[c0]	L-Valine[c0]	KEGG:C00183	0	C5H11NO2
cpd00134[c0]	Palmitoyl-CoA[c0]	KEGG:C00154	-3	C37H63N7O17P3S
cpd00214[c0]	Palmitate[c0]	KEGG:C00249	-1	C16H31O2
cpd15767[c0]	Isoheptadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C313H548N24O255P24
cpd15749[c0]	Isoheptadecanoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C121H236O135P24
cpd00031[c0]	GDP[c0]	KEGG:C00035	-2	C10H13N5O11P2
cpd00861[c0]	UDP-N-acetyl-D-mannosamine[c0]	KEGG:C01170	-2	C17H25N3O17P2
cpd00446[c0]	cAMP[c0]	KEGG:C00575	-1	C10H11N5O6P
cpd00182[c0]	Adenosine[c0]	KEGG:C00212	0	C10H13N5O4
cpd00292[c0]	HMG-CoA[c0]	KEGG:C00356	-4	C27H40N7O20P3S
cpd01977[c0]	4-Phospho-L-aspartate[c0]	KEGG:C03082	-1	C4H7NO7P
cpd00283[c0]	Geranyldiphosphate[c0]	KEGG:C00341	-2	C10H18O7P2
cpd03487[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine[c0]	KEGG:	-3	C94H153N8O26P2
cpd03488[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine[c0]	KEGG:	-2	C94H155N9O25P2
cpd00089[c0]	Glucose-1-phosphate[c0]	KEGG:C00103	-1	C6H12O9P
cpd15302[c0]	glycogenn-1[c0]	KEGG:	0	C24H42O21
cpd00155[c0]	Glycogen[c0]	KEGG:C00182	0	C30H52O26
cpd03913[c0]	Hydrogenobyrinate_diamide[c0]	KEGG:	-4	C45H58N6O12
cpd03832[c0]	Hydrogenobyrinate[c0]	KEGG:C06399	-6	C45H54N4O14
cpd00764[c0]	7-8-Diaminononanoate[c0]	KEGG:C01037	1	C9H21N2O2
cpd11588[c0]	gly-pro-L[c0]	KEGG:	0	C7H12N2O3
cpd02655[c0]	5_10-Methenyltetrahydromethanopterin[c0]	KEGG:	-2	C31H41N6O16P
cpd00936[c0]	5-Formyl-H4MPT[c0]	KEGG:C01274	-3	C31H42N6O17P
cpd11583[c0]	Ala-Leu[c0]	KEGG:	0	C9H18N2O3
cpd15521[c0]	1_2-didodecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C27H52O8P
cpd00043[c0]	UDP-galactose[c0]	KEGG:C00052	-2	C15H22N2O17P2
cpd00092[e0]	Uracil[e0]	KEGG:C00106	0	C4H4N2O2
cpd15691[c0]	Diisotetradecanoylphosphatidylserine[c0]	KEGG:	-2	C34H64NO10P
cpd15269[c0]	octadecenoate[c0]	KEGG:	-1	C18H33O2
cpd15274[c0]	Octadecenoyl-CoA[c0]	KEGG:	-3	C39H65N7O17P3S
cpd11591[c0]	Gly-Met[c0]	KEGG:	0	C7H14N2O3S
cpd15753[c0]	Anteisopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C117H228O135P24
cpd15771[c0]	Anteisopentadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C309H540N24O255P24
cpd01914[c0]	L-Methionine_S-oxide[c0]	KEGG:	0	C5H11NO3S
cpd15558[c0]	phosphatidylserine_dioctadec-11-enoyl[c0]	KEGG:	-2	C42H76NO10P
cpd02701[c0]	S-Adenosyl-4-methylthio-2-oxobutanoate[c0]	KEGG:C04425	0	C15H19N5O6S
cpd00149[e0]	Co2[e0]	KEGG:	2	Co
cpd15556[c0]	phosphatidylserine_dihexadec-9-enoyl[c0]	KEGG:	-2	C38H68NO10P
cpd15418[c0]	CDP-1_2-dihexadec-9-enoylglycerol[c0]	KEGG:	-2	C44H75N3O15P2
cpd00521[c0]	dTDP-4-oxo-6-deoxy-D-glucose[c0]	KEGG:C11907	-2	C16H22N2O15P2
cpd02616[c0]	dTDP-4-amino-4_6-dideoxy-D-glucose[c0]	KEGG:	-1	C16H26N3O14P2
cpd12005[c0]	Lipoylprotein[c0]	KEGG:C02051	0	CHRS2
cpd12225[c0]	Dihydrolipolprotein[c0]	KEGG:C02972	0	CH3RS2
cpd15681[c0]	1_2-dianteisopentadecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C33H64O8P
cpd15694[c0]	Diisohexadecanoylphosphatidylserine[c0]	KEGG:	-2	C38H72NO10P
cpd00064[c0]	Ornithine[c0]	KEGG:C00077|C01602	1	C5H13N2O2
cpd15525[c0]	1_2-dihexadec-9-enoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C35H64O8P
cpd00946[c0]	Undecaprenyl_diphospho_N-acetyl-glucosamine[c0]	KEGG:	-2	C63H103NO12P2
cpd00126[c0]	GMP[c0]	KEGG:C00144	-1	C10H13N5O8P
cpd00311[c0]	Guanosine[c0]	KEGG:C00387	0	C10H13N5O5
cpd00485[c0]	D-Mannose1-phosphate[c0]	KEGG:C00636	-1	C6H12O9P
cpd00235[c0]	D-mannose-6-phosphate[c0]	KEGG:C00275	-1	C6H12O9P
cpd00305[c0]	Thiamin[c0]	KEGG:C00378	1	C12H17N4OS
cpd00305[e0]	Thiamin[e0]	KEGG:C00378	1	C12H17N4OS
cpd00295[c0]	dGDP[c0]	KEGG:C00361	-2	C10H13N5O10P2
cpd00073[c0]	Urea[c0]	KEGG:C00086	0	CH4N2O
cpd00073[e0]	Urea[e0]	KEGG:C00086	0	CH4N2O
cpd15238[c0]	Hexadecenoyl-CoA[c0]	KEGG:	-3	C37H61N7O17P3S
cpd15237[c0]	hexadecenoate[c0]	KEGG:	-1	C16H29O2
cpd00830[c0]	4-Hydroxy-2-oxoglutarate[c0]	KEGG:C05946|C01127	-2	C5H4O6
cpd01974[c0]	4-Hydroxy-L-glutamate[c0]	KEGG:C03079|C05947	-1	C5H8NO5
cpd00712[c0]	2-Dehydropantoate[c0]	KEGG:C00966	-1	C6H9O4
cpd00408[c0]	Pantoate[c0]	KEGG:C00522	-1	C6H11O4
cpd02636[c0]	4-Methyl-5-2-hydroxyethyl-thiazole[c0]	KEGG:	0	C6H9NOS
cpd00367[c0]	Cytidine[c0]	KEGG:C00475	0	C9H13N3O5
cpd00738[c0]	phosphoserine[c0]	KEGG:C01005	-1	C3H7NO6P
cpd15770[c0]	Isopentadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C309H540N24O255P24
cpd15752[c0]	Isopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C117H228O135P24
cpd15677[c0]	1_2-diisoheptadecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C37H72O8P
cpd00152[c0]	Agmatine[c0]	KEGG:C00179	2	C5H16N4
cpd10516[c0]	fe3[c0]	KEGG:C14819	3	Fe
cpd10516[e0]	fe3[e0]	KEGG:C14819	3	Fe
cpd00001[e0]	H2O[e0]	KEGG:C00001|C01328	0	H2O
cpd00011[e0]	CO2[e0]	KEGG:C00011	0	CO2
cpd02465[c0]	tetrahydrodipicolinate[c0]	KEGG:C03972	-2	C7H7NO4
cpd02211[c0]	L-2-Amino-acetoacetate[c0]	KEGG:C03508	0	C4H7NO3
cpd00058[c0]	Cu2[c0]	KEGG:	2	Cu
cpd00042[c0]	GSH[c0]	KEGG:C00051	-1	C10H16N3O6S
cpd12370[c0]	apo-ACP[c0]	KEGG:C03688	0	HOR
cpd11416[c0]	Biomass[c0]	KEGG:	0	
cpd00063[c0]	Ca2[c0]	KEGG:	2	Ca
cpd03422[c0]	Cobinamide[c0]	KEGG:C05774	3	C48H73CoN11O8
cpd00166[c0]	Calomide[c0]	KEGG:C00194	1	C72H101CoN18O17P
cpd11493[c0]	ACP[c0]	KEGG:C00229	-1	C11H21N2O7PRS
cpd03443[c0]	3-Octaprenyl-4-hydroxybenzoate[c0]	KEGG:C05809	-1	C47H69O3
cpd03444[c0]	2-Octaprenylphenol[c0]	KEGG:C05810	0	C46H70O
cpd11524[c0]	5-methyl-hexanoyl-ACP[c0]	KEGG:	-1	C18H33N2O8PRS
cpd01772[c0]	Succinylbenzoate[c0]	KEGG:C02730	-2	C11H8O5
cpd03451[c0]	SHCHC[c0]	KEGG:C05817	-2	C11H10O6
cpd00421[c0]	Triphosphate[c0]	KEGG:C00536	-4	HO10P3
cpd11492[c0]	Malonyl-acyl-carrierprotein-[c0]	KEGG:C01209	-2	C14H22N2O10PRS
cpd11525[c0]	7-methyl-3-oxo-octanoyl-ACP[c0]	KEGG:	-1	C20H35N2O9PRS
cpd00034[e0]	Zn2[e0]	KEGG:	2	Zn
cpd11496[c0]	4-methyl-3-oxo-hexanoyl-ACP[c0]	KEGG:	-1	C18H31N2O9PRS
cpd11495[c0]	2-methylbutyryl-ACP[c0]	KEGG:	-1	C16H29N2O8PRS
cpd02083[c0]	CoproporphyrinogenIII[c0]	KEGG:C03263	-4	C36H40N4O8
cpd00817[c0]	D-Arabinose5-phosphate[c0]	KEGG:C01112	-1	C5H10O8P
cpd11515[c0]	12-methyl-tetra-decanoyl-ACP[c0]	KEGG:	-1	C26H49N2O8PRS
cpd01741[e0]	ddca[e0]	KEGG:C02679	-1	C12H23O2
cpd11488[c0]	Acetoacetyl-ACP[c0]	KEGG:C05744	-1	C15H25N2O9PRS
cpd15268[c0]	Octadecanoyl-ACP[c0]	KEGG:	-1	C29H55N2O8PRS
cpd01270[c0]	FMNH2[c0]	KEGG:C01847	-1	C17H22N4O9P
cpd04122[c0]	Aminoacetaldehyde[c0]	KEGG:C06735	1	C2H6NO
cpd00050[c0]	FMN[c0]	KEGG:C00061	-1	C17H20N4O9P
cpd00027[c0]	D-Glucose[c0]	KEGG:C00267|C00293|C00031	0	C6H12O6
cpd11532[c0]	9-methyl-decanoyl-ACP[c0]	KEGG:	-1	C22H41N2O8PRS
cpd00080[c0]	Glycerol-3-phosphate[c0]	KEGG:C00623|C00093	-1	C3H8O6P
cpd11533[c0]	11-methyl-3-oxo-dodecanoyl-ACP[c0]	KEGG:	-1	C24H43N2O9PRS
cpd03918[c0]	Adenosyl_cobinamide[c0]	KEGG:	2	C58H85CoN16O11
cpd00355[e0]	Nicotinamide_ribonucleotide[e0]	KEGG:	0	C11H15N2O8P
cpd00626[c0]	dTDPglucose[c0]	KEGG:C00842	-2	C16H24N2O16P2
cpd02120[c0]	Dihydrodipicolinate[c0]	KEGG:C03340	-2	C7H5NO4
cpd03448[c0]	2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone[c0]	KEGG:	0	C48H72O3
cpd11516[c0]	14-methyl-3-oxo-hexa-decanoyl-ACP[c0]	KEGG:	-1	C28H51N2O9PRS
cpd11507[c0]	8-methyl-decanoyl-ACP[c0]	KEGG:	-1	C22H41N2O8PRS
cpd11508[c0]	10-methyl-3-oxo-dodecanoyl-ACP[c0]	KEGG:	-1	C24H43N2O9PRS
cpd11504[c0]	8-methyl-3-oxo-decanoyl-ACP[c0]	KEGG:	-1	C22H39N2O9PRS
cpd03447[c0]	2-Octaprenyl-6-methoxy-1_4-benzoquinone[c0]	KEGG:	0	C47H70O3
cpd00058[e0]	Cu2[e0]	KEGG:	2	Cu
cpd00906[c0]	all-trans-Hexaprenyl_diphosphate[c0]	KEGG:	-2	C30H50O7P2
cpd11540[c0]	13-methyl-tetra-decanoyl-ACP[c0]	KEGG:	-1	C26H49N2O8PRS
cpd00760[c0]	2-Methylbutyryl-CoA[c0]	KEGG:C01033|C15980	-3	C26H41N7O17P3S
cpd11499[c0]	4-methyl-hexanoyl-ACP[c0]	KEGG:	-1	C18H33N2O8PRS
cpd03919[c0]	Adenosyl_cobinamide_phosphate[c0]	KEGG:	0	C58H84CoN16O14P
cpd03917[c0]	Adenosylcobyric_acid[c0]	KEGG:	1	C55H77CoN15O11
cpd02039[c0]	1-Aminopropan-2-ol[c0]	KEGG:C03194|C05771	1	C3H10NO
cpd02590[c0]	all-trans-Heptaprenyl_diphosphate[c0]	KEGG:	-2	C35H58O7P2
cpd02557[c0]	Farnesylfarnesylgeraniol[c0]	KEGG:C04146	-2	C40H66O7P2
cpd11484[c0]	HMA[c0]	KEGG:C04688	-1	C25H47N2O9PRS
cpd11529[c0]	9-methyl-3-oxo-decanoyl-ACP[c0]	KEGG:	-1	C22H39N2O9PRS
cpd00558[e0]	Spermine[e0]	KEGG:C00750	4	C10H30N4
cpd15479[c0]	glucosyl-inner_core_oligosaccharide_lipid_A[c0]	KEGG:	-7	C151H265N2O79P4
cpd00030[e0]	Mn2[e0]	KEGG:	2	Mn
cpd02685[c0]	N-acetyl-LL-2_6-diaminopimelate[c0]	KEGG:	-1	C9H15N2O5
cpd03916[c0]	Adenosyl_cobyrinate_diamide[c0]	KEGG:	-3	C55H69CoN11O15
cpd03915[c0]	Cob(I)yrinate_diamide[c0]	KEGG:	-4	C45H57CoN6O12
cpd00063[e0]	Ca2[e0]	KEGG:	2	Ca
cpd03920[c0]	Adenosylcobinamide-GDP[c0]	KEGG:C06510	0	C68H96CoN21O21P2
cpd11503[c0]	6-methyl-octanoyl-ACP[c0]	KEGG:	-1	C20H37N2O8PRS
cpd11536[c0]	11-methyl-dodecanoyl-ACP[c0]	KEGG:	-1	C24H45N2O8PRS
cpd00655[e0]	Dephospho-CoA[e0]	KEGG:C00882	-2	C21H33N7O13P2S
cpd03289[c0]	L-2-Acetamido-6-oxopimelate[c0]	KEGG:C05539	-2	C9H11NO6
cpd08316[c0]	D-Glycero-D-manno-heptose1-7-bisphosphate[c0]	KEGG:C11472	-2	C7H14O13P2
cpd15489[c0]	inner_core_oligosaccharide_lipid_A[c0]	KEGG:	-7	C145H255N2O74P4
cpd04920[c0]	D-Glycero-D-manno-heptose1-phosphate[c0]	KEGG:C07838	-1	C7H14O10P
cpd11521[c0]	5-methyl-3-oxo-hexanoyl-ACP[c0]	KEGG:	-1	C18H31N2O9PRS
cpd11520[c0]	isovaleryl-ACP[c0]	KEGG:	-1	C16H29N2O8PRS
cpd02021[c0]	Succinylbenzoyl-CoA[c0]	KEGG:C03160	-4	C32H40N7O20P3S
cpd11511[c0]	10-methyl-dodecanoyl-ACP[c0]	KEGG:	-1	C24H45N2O8PRS
cpd00045[c0]	Adenosine_3-5-bisphosphate[c0]	KEGG:	-2	C10H13N5O10P2
cpd02886[c0]	UDP-3-O-beta-hydroxymyristoyl-N-acetylglucosamine[c0]	KEGG:	-2	C31H51N3O19P2
cpd03423[c0]	alpha-Ribazole[c0]	KEGG:C05775	0	C14H18N2O4
cpd11537[c0]	13-methyl-3-oxo-tetra-decanoyl-ACP[c0]	KEGG:	-1	C26H47N2O9PRS
cpd15269[e0]	octadecenoate[e0]	KEGG:	-1	C18H33O2
cpd11541[c0]	15-methyl-3-oxo-hexa-decanoyl-ACP[c0]	KEGG:	-1	C28H51N2O9PRS
cpd11528[c0]	7-methyl-octanoyl-ACP[c0]	KEGG:	-1	C20H37N2O8PRS
cpd03494[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine[c0]	KEGG:C05897	-4	C87H139N7O23P2
cpd15358[c0]	2-octadecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C21H42O7P
cpd02295[c0]	1-4-Dihydroxy-2-naphthoate[c0]	KEGG:C03657	-1	C11H7O4
cpd11512[c0]	12-methyl-3-oxo-tetra-decanoyl-ACP[c0]	KEGG:	-1	C26H47N2O9PRS
cpd00111[c0]	Oxidized_glutathione[c0]	KEGG:	-2	C20H30N6O12S2
cpd03422[e0]	Cobinamide[e0]	KEGG:C05774	3	C48H73CoN11O8
cpd02968[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-_D-alanine[c0]	KEGG:	-4	C41H61N9O28P2
cpd00658[c0]	Isochorismate[c0]	KEGG:C00885	-2	C10H8O6
cpd01080[e0]	ocdca[e0]	KEGG:C01530	-1	C18H35O2
cpd00111[e0]	Oxidized_glutathione[e0]	KEGG:	-2	C20H30N6O12S2
cpd11500[c0]	6-methyl-3-oxo-octanoyl-ACP[c0]	KEGG:	-1	C20H35N2O9PRS
cpd03847[e0]	Myristic_acid[e0]	KEGG:	-1	C14H27O2
cpd00869[c0]	4-methylthio_2-oxobutyrate[c0]	KEGG:	-1	C5H7O3S
cpd11295[c0]	2_3-diketo5-methylthio-1-phosphopentane[c0]	KEGG:	-1	C6H10O6PS
cpd11217[c0]	1_4-Dihydroxy-2-naphthoyl-CoA[c0]	KEGG:	-3	C32H39N7O19P3S
cpd00070[c0]	Malonyl-CoA[c0]	KEGG:C00083	-4	C24H34N7O19P3S
cpd00085[c0]	beta-Alanine[c0]	KEGG:C00099	0	C3H7NO2
cpd00506[c0]	gamma-Glutamylcysteine[c0]	KEGG:C00669	-1	C8H13N2O5S
cpd00013[e0]	NH3[e0]	KEGG:C01342|C00014	1	NH4
cpd02591[c0]	pendp[c0]	KEGG:C04217	-2	C25H42O7P2
cpd16335[c0]	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate[c0]	KEGG:C16519	-3	C14H13O9
cpd00460[c0]	sulfoacetaldehyde[c0]	KEGG:	-1	C2H3O4S
cpd03285[c0]	3-sulfopyruvate[c0]	KEGG:	-2	C3H2O6S
cpd08367[c0]	(2R)-3-sulfolactate[c0]	KEGG:	-2	C3H4O6S
